name,brand,price,processor,Ram,Ram_type,ROM,ROM_type,GPU,OS,display_size,resolution_width,resolution_height,warranty,image_url,buy_url,source
"Lenovo IdeaPad Slim 5 AMD Ryzen AI 7 350 (24GB RAM/1TB SSD/14 (35.5cm)/WUXGA OLED/Lenovo AI Now/Copilot+ PC/Windows 11/MSO 365 Basic+Office 2024/1Yr ADP Free/Grey/1.4Kg), 83HX009DIN AI Laptop",Lenovo,84990.0,Intel Core i5,24.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/7171vpsyluL._SL500_.jpg,,amazon
"acer Aspire Lite,13th Gen, Intel Core i5-13420H Processor, 16 GB RAM, 512 GB SSD, Full HD IPS, 15.6""/39.62 cm, Windows 11 Home, MS Office, Pure Silver, 1.70 kg, AL15-52H, Thin and Light Laptop",Acer,55990.0,Intel Core I5-13420H,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/81CAThD9XUL._SL500_.jpg,,amazon
"Lenovo Yoga Slim 7 (Smartchoice) Aura Edition, Intel Core Ultra 5 226V, 16GB RAM, 1TB SSD, WUXGA OLED, Copilot+ AI PC, 40 TOPS, 14""/35.5cm, Windows 11, Office 2024, Grey, 1.19Kg, 83JX005FIN, AI Laptop",Lenovo,99990.0,Intel Core Ultra 5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/815+LXzloGL._SL500_.jpg,,amazon
"Lenovo IdeaPad Slim 3 AMD Ryzen 7 8840HS 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.6Kg), 83KA004SIN",Lenovo,65990.0,Amd Ryzen 7 8840Hs,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.3,1920,1080,1,https://m.media-amazon.com/images/I/715WsxkNIcL._SL500_.jpg,,amazon
"Lenovo Yoga Slim 7 Intel Core Ultra 7 155H 14""(35.5cm) WUXGA-OLED 400Nits Laptop (32GB RAM/1TB SSD/AI PC/2Wx4 Speakers/Windows 11/Office Home 2024/1Yr ADP Free/Grey/1.39Kg), 83CV00D3IN",Lenovo,105890.0,Intel Core Ultra 7,32.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/81xbSMHZ0UL._SL500_.jpg,,amazon
"HP 15, Intel Core 5-120U (16GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr), Office Home24, Silver,1.59kg, FD0640TU/fd0682tu, FHD Camera w/Shutter, BL Laptop",HP,62990.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71Go8vTBwXL._SL500_.jpg,,amazon
"HP Laptop 15 Intel Core i3 13th Gen (8GB|512 GB SSD)/Window 11 Home 15-FD0533TU Laptop (15.6 inch,Natural Silver,1.59 kg, with MS Office",HP,44990.0,Intel Core I3 13Th,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51wbekXOKuL._SL500_.jpg,,amazon
"ASUS Zenbook 14 (2026),Intel Core Ultra 9 285H,Intel Arc iGPU,32GB RAM,1TB SSD,OLED,Touchscreen,14""(35.5 cm),Win 11,M365 Basic(1Y)* Office 24,Ponder Blue,1.28 Kg,UX3405CA-QL1016WS,Thin & Light Laptop",ASUS,119990.0,Intel Core Ultra 9,32.0,DDR4,512.0,SSD,Intel Arc Igpu,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71ai5xTElNL._SL500_.jpg,,amazon
"HP 15, Intel Core Ultra 5 125H (16GB DDR5, 1TB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365 Basic(1yr)*Office24, Silver, 1.65kg, fd1354TU, Intel Arc Graphics, FHD Camera w/Shutter, AI Powered Laptop",HP,74990.0,Intel Core Ultra 5,16.0,DDR5,512.0,SSD,Intel Arc Graphics,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71dyfY6G0aL._SL500_.jpg,,amazon
"ASUS Vivobook S14, Intel Core Ultra 5 225H, Intel iGPU,16GB RAM,512GB SSD,FHD+,14"",60Hz,Windows 11,M365 Basic (1Year)*,Office Home 2024,Matte Gray,1.4 Kg, S3407CA-LY057WS, Metallic Design Laptop",ASUS,72990.0,Intel Core Ultra 5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/712EOz9RYnL._SL500_.jpg,,amazon
"HP 15 (2026), AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Backlit + Fingerprint/Silver/1.5kg/MS Office",HP,57610.0,Intel Core i5,8.0,DDR4,512.0,SSD,Amd Radeon Graphics,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71gGeGiFNKL._SL500_.jpg,,amazon
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i3-1315U 15.6 inch (39.6cm) FHD Laptop (8GB RAM/512GB SSD/Windows 11/Office 2024/1Yr ADP Free/3 Month Game Pass/Grey/1.6Kg), 82X700HMIN",Lenovo,45990.0,Intel Core I3-1315U,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/81Be1f26lVL._SL500_.jpg,,amazon
"ASUS Vivobook Go 14, AMD Ryzen 3 7320U, 8GB RAM, 512GB SSD, FHD 14"", Windows 11, Office Home 2024, Mixed Black, 1.38 kg, E1404FA-NK3325WS, AMD Radeon iGPU, M365 Basic (1Year)*, Thin & Light Laptop",ASUS,46990.0,Amd Ryzen 3 7320U,8.0,DDR4,512.0,SSD,Amd Radeon Igpu,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71Mh-ltniDL._SL500_.jpg,,amazon
"Model H.P x360 1030 G4 Foldable Laptop (Core i7 8th 8565Gen/8GB RAM /256GB SSD/Win 10 Pro/UHD 620 Graphics), 13.3-inch Silver (Pre-Owned & Tested)",Model,27999.0,Intel Core i5,8.0,DDR4,256.0,SSD,Intel Iris Xe,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/615HchoZhpL._SL500_.jpg,,amazon
"ASUS Vivobook 15, Intel Core i7 13th Gen 13620H, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Cool Silver, 1.70kg, X1502VA-BQ837WS, Intel UHD iGPU, M365 Basic (1Year)* Laptop",ASUS,62990.0,Intel Core I7 13Th,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71vmuzVDRFL._SL500_.jpg,,amazon
"Dell 15, Intel Core i3 13th Gen -1305U, 16GB DDR4, 512GB SSD, FHD, 15.6""/39.6cm, Windows 11, Microsoft Office Home 2024, Carbon Grey, 1.66Kg, [Vostro 3530], Intel UHD Graphics, Thin & Light Laptop",Dell,50990.0,Intel Core I3 13Th,16.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/7156bBh8W2L._SL500_.jpg,,amazon
"Lenovo 14 (2025), Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/Microsoft Office 2021",Lenovo,60810.0,Intel Core I5 13Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,14.0,1920,1080,1,https://m.media-amazon.com/images/I/51EoL+jnhLL._SL500_.jpg,,amazon
"acer Aspire 3, Intel Core Celeron N4500, 12GB LPDDR4X RAM, 512GB SSD, HD, 15.6""/39.62cm, Windows 11 Home, Pure Silver, 1.5KG, A325-45, Thin and Light Laptop",Acer,38910.0,Intel Core i5,12.0,LPDDR4X,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/61+6C077NmL._SL500_.jpg,,amazon
"Lenovo IdeaPad Slim 3 13th Gen Core i7-13620H 15.3"" (38.8cm) WUXGA IPS Laptop (16GB RAM/1TB SSD/Win 11/Office 2024/Backlit/1Yr ADP Free/Top Metal Cover & IR Camera/Grey/1.6Kg), 83K100TDIN",Lenovo,84400.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.3,1920,1080,1,https://m.media-amazon.com/images/I/71K-77wHn2L._SL500_.jpg,,amazon
"Aspire Lite 13th Gen Intel Core i5-1334U, Office 2024 + M365 Basic, 16 GB RAM/512GB SSD,Full HD, 15.6""/39.62 cm, Win 11 Home, Steel Gray, 1.59 KG, AL15-53, Metal Body, Thin and Light Premium Laptop",Mi,54760.0,Intel Core I5-1334U,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61yC4DN4asL._SL500_.jpg,,amazon
"Certified ThinkPad T430s (Slim) Core i5 3320m – 8GB RAM, 128GB SSD 14"", Win 10 Pro, Professional Business Laptop",Certified,13990.0,Intel Core i5,8.0,DDR4,128.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61XGSJcXOOL._SL500_.jpg,,amazon
"acer TravelLite Thin Laptop AMD Ryzen 5 7430U |16GB RAM, 512GB SSD | 14"" Full HD Anti-Glare Display |Privacy Shutter| Windows 11 | Metal Body | 1.34Kg | Black | 3 Year Warranty",Acer,49600.0,Amd Ryzen 5 7430U,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/81fYz-KdI6L._SL500_.jpg,,amazon
"Lenovo ThinkBook 16 AMD Ryzen 5 7535HS (8GB RAM/512GB SSD/Win 11 Home/Office 2024/Backlit Keyboard/Fingerprint) 16"" WUXGA IPS 300 Nits Thin & Light Laptop/1Y Warranty/Aluminium Top/1.7kg, 21MWA0BRIN",Lenovo,62999.0,Amd Ryzen 5 7535Hs,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51XpiWaeMQL._SL500_.jpg,,amazon
"Lenovo V15 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.57 kg/MS Office 2021",Lenovo,44890.0,Amd Ryzen 3 7320U,8.0,DDR4,512.0,SSD,Amd Radeon Graphics,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61AccNkmFFL._SL500_.jpg,,amazon
"HP Smartchoice Victus, AMD Ryzen 7 7445HS, 6GB RTX 3050, 16GB DDR5(Upgradeable) 512GB SSD, FHD, 144Hz, 300 nits, 15.6''/39.6cm, Win 11, M365* Office24, Blue, 2.29kg, fb3134AX/3120ax, Gaming Laptop",HP,78990.0,Amd Ryzen 7 7445Hs,16.0,DDR5,512.0,SSD,Rtx 3050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71o5eHSQiKL._SL500_.jpg,,amazon
"Lenovo IdeaPad Slim 5 Ryzen 7 7735HS (16GB RAM/512GB SSD/Integrated AMD Radeon 680M Graphics/WUXGA IPS Display/13.3"" (33.7cm)/Windows 11/Office Home 2024/Backlit KB/Grey/1.15Kg), 83J2000HIN Laptop",Lenovo,70990.0,Intel Core i5,16.0,DDR4,512.0,SSD,Amd Radeon 680M,Windows 11,13.3,1920,1080,1,https://m.media-amazon.com/images/I/616BhYEGRHL._SL500_.jpg,,amazon
"HP 15 (2026), AMD Ryzen 5 Hexa Core 7535U - (8 GB DDR5/512 GB SSD/AMD Radeon 660M Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Turbo Silver/Copilot Key/1.5kg/MS Office",HP,47810.0,Intel Core i5,8.0,DDR5,512.0,SSD,Amd Radeon 660M,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71vF+WK+vrL._SL500_.jpg,,amazon
"Lenovo LOQ, 13th Gen Intel Core i7 13700HX, RTX 5050-8GB, 16GB RAM, 1TB SSD, FHD, 15.6""/39.6cm, 144Hz, Windows 11, Office 2024, Grey, 2.4Kg, 440 AI Tops, 3 Mon. Game Pass, 83JE00U7IN, AI Gaming Laptop",Lenovo,124559.0,Intel Core I7 13700Hx,16.0,DDR4,512.0,SSD,Rtx 5050,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/81Iu6HQRSYL._SL500_.jpg,,amazon
"Lenovo IdeaPad Slim 3, Intel Core i3 13th Gen 1315U, 8GB RAM, 512GB SSD, FHD 15.6""(39.6cm), Windows 11, Office 2024, Grey, 1.6Kg, 82X700G5IN, Alexa Built-in, 1Yr ADP Free, 3 Month Game Pass Laptop",Lenovo,47990.0,Intel Core I3 13Th,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/81Be1f26lVL._SL500_.jpg,,amazon
"HP 15 (2026), AMD Ryzen 5 Hexa Core 7535U - (8 GB DDR5/512 GB SSD/AMD Radeon 660M Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Turbo Silver/Copilot Key/1.5kg/MS Office",HP,48810.0,Intel Core i5,8.0,DDR5,512.0,SSD,Amd Radeon 660M,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71FL4Z5JtiL._SL500_.jpg,,amazon
"Lenovo IdeaPad Slim 3, 13th Gen Intel Core i5 13420H, 24GB RAM, 1TB SSD, WUXGA IPS, 15.3""/38.8cm, Windows 11, Office Home 2024, Grey, 1.6Kg, Backlit Keyboard, 1Yr ADP Free, 83K100PLIN, Laptop",Lenovo,72990.0,Intel Core I5 13420H,24.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.3,1920,1080,1,https://m.media-amazon.com/images/I/71D9HSayVSL._SL500_.jpg,,amazon
"Lenovo Thinkpad E16 G2 16-inch (40.64 CM) Laptop, AMD Ryzen 7 7735HS (8-Core), 16GB DDR5 RAM, 512GB NVMe SSD, FHD+ IPS Display, Radeon 680M, Wi-Fi 6, Fingerprint Reader, Windows 11, MS-Office 2024",Lenovo,79999.0,Amd Ryzen 7 7735Hs,16.0,DDR5,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/41uEbB6OfGL._SL500_.jpg,,amazon
"Lenovo 14 (2025), Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/MS Office 2021",Lenovo,60310.0,Intel Core I5 13Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,14.0,1920,1080,1,https://m.media-amazon.com/images/I/61aMJDDv+aL._SL500_.jpg,,amazon
"HP 15 (2026), AMD Ryzen 7 Octa Core 7735U - (16 GB DDR5/512 GB SSD/AMD Radeon 680M Graphics/Windows 11 Home) Thin & Light Business Laptop/15.6"" FHD Display/Backlit + Fingerprint/Silver/1.5kg/MS Office",HP,59410.0,Intel Core i5,16.0,DDR5,512.0,SSD,Amd Radeon 680M,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71T8jpcdOxL._SL500_.jpg,,amazon
"Dell Inspiron 3530, Intel Core i5 13th Gen-1334U,16GB RAM, 1TB SSD, FHD 15.6""/39.62 cm, Win11+MSO'24 (Office 365*) Silver, 1.62kg, Backlit Keyboard,120Hz 250 nits Display /15 Month McAfee,Thin & Light",Dell,63990.0,Intel Core I5 13Th,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,2560,1600,1,https://m.media-amazon.com/images/I/61RbF1RaoeL._SL500_.jpg,,amazon
"acer Aspire 3, Intel Pentium N6000, 12GB LPDDR4X RAM, 512GB SSD, HD, 15.6""/39.62cm, Windows 11 Home, Pure Silver, 1.5KG, A325-45, Thin and Light Laptop",Acer,38990.0,Intel Pentium N6000,12.0,LPDDR4X,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/61CISrp2PzL._SL500_.jpg,,amazon
"Samsung Galaxy Book4 15.6"" Full HD Screen | Intel Core i5 1335U Processor | 16GB RAM | 512GB SSD | Windows 11 Home | ms-Office | Fingerprint Reader | Intel Iris XE Graphics | NP750XGJ-LG7IN | Grey.",Samsung,60750.0,Intel Core I5 1335U,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61I43SYGRQL._SL500_.jpg,,amazon
"HP Professional 15 (2026), Intel (i3 14th Gen) Core 3 100U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin & Light Business Laptop/15.6"" Display/Turbo Silver/Copilot Key/1.5kg/MS Office",HP,52710.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/619floeDsCL._SL500_.jpg,,amazon
"ASUS Vivobook 15,13th Gen,Intel Core i7-13620H(Intel UHD iGPU/16GB RAM/1TB SSD/FHD/15.6""/60Hz/Backlit Keyboard/42Whr/Windows 11/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.7 Kg)X1502VA-BQ1298WS",ASUS,71990.0,Intel Core I7-13620H,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71CfNycRwnL._SL500_.jpg,,amazon
"Certified | Thinkpad T430 Professional Business Laptop | Core i5-3320M | 16GB RAM | 1TB SSD | 14” HD Display | WiFi | Webcam | Win 10 Pro (Core i5-3320m, 1, TB)",Certified,19990.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/61rLg7iMuXL._SL500_.jpg,,amazon
"ASUS Zenbook 14, Intel Core Ultra 5 Series 2, 16GB RAM, 1TB SSD, 3K OLED 14"", Touchscreen, Win 11, Office Home 2024, Ponder Blue, 1.28kg, UX3405CA-PZ162WS, Intel Arc iGPU, M365 Basic (1Year)* Laptop",ASUS,106990.0,Intel Core Ultra 5,16.0,DDR4,512.0,SSD,Intel Arc Igpu,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71n6Fs5KQPL._SL500_.jpg,,amazon
Model𝗟𝗲𝗻𝗼𝘃𝗼 L490 Laptop | Core i5 8th Gen | 16GB RAM | 512GB SSD | 14-inch Full HD Display Win 10 pro | (PRE-Owned & Tested),Model𝗟𝗲𝗻𝗼𝘃𝗼,25299.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51G8BlhaMAL._SL500_.jpg,,amazon
"ASUS Vivobook 16, Snapdragon X, 16GB RAM, 512GB SSD, FHD+ 16"", Windows 11, Office Home 2024, Quiet Blue, 1.88kg, X1607QA-MB049WS, Qualcomm Adreno iGPU, 45TOPS, M365 Basic (1Year)* Laptop",ASUS,58490.0,Snapdragon X,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71oGM-26fZL._SL500_.jpg,,amazon
"Lenovo IdeaPad Slim 1, AMD Ryzen 5 5500U, 16GB RAM, 512GB SSD, HD, 15.6"", Windows 11 Home, MS Office 21, Cloud Grey, 1.61Kg, 82R400ERIN, Integrated AMD Graphics, 1Yr ADP Free, Thin and Light Laptop",Lenovo,48650.0,Amd Ryzen 5 5500U,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/71xHNSCyRsL._SL500_.jpg,,amazon
"ASUS Zenbook 14 (2026),Intel Core Ultra 7 255H,Intel Arc iGPU,32GB RAM,1TB SSD,OLED,Touchscreen,14""(35.5 cm),Win 11,M365 Basic(1Y)* Office 24,Ponder Blue,1.28 Kg,UX3405CA-QL1015WS,Thin & Light Laptop",ASUS,115990.0,Intel Core Ultra 7,32.0,DDR4,512.0,SSD,Intel Arc Igpu,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71+Z7DtsGdL._SL500_.jpg,,amazon
"HP 15 (2025), Intel Core i3 13th Gen 1315U - (32 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" HD Display/Ash Grey/1.5 kg/MS Office 2021",HP,61999.0,Intel Core I3 13Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/71zPPqzxUsL._SL500_.jpg,,amazon
"Lenovo ThinkPad E14 AMD Ryzen 7 7735HS (16GB RAM/512GB SSD/Win11 Home/Office 2024/Backlit Keyboard/Fingerprint) 14"" WUXGA IPS 300 Nits Thin & Light Laptop/1Y Warranty/Aluminium Top/1.42 kg,21M3S0KV00",Lenovo,97990.0,Amd Ryzen 7 7735Hs,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/312AAM6ktlL._SL500_.jpg,,amazon
"HP 15 (2025), Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" HD Display/Ash Grey/1.5 kg/MS Office 2021",HP,37990.0,Intel Celeron Dual,8.0,DDR4,256.0,SSD,Intel Uhd Graphics,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/61vYp38K6mL._SL500_.jpg,,amazon
"HP Professional 14 (2025), Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" HD Display/Turbo Silver/1.4 Kg/MSO 2021",HP,52990.0,Intel Core I3 13Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,14.0,1366,768,1,https://m.media-amazon.com/images/I/71mlCwkDsIL._SL500_.jpg,,amazon
"HP 15, 13th Gen Intel Core i5-1334U Laptop (16GB DDR4, 512GB SSD) Anti-Glare, 15.6""/39.6cm, FHD, Win 11, Office 24, Silver, 1.59kg, Iris Xe Graphics, FHD Camera, Backlit KB, FD0577TU",HP,69990.0,Intel Core I5-1334U,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71J+OBadJCL._SL500_.jpg,,amazon
"Acer Aspire Lite, AMD Ryzen 3-7330U, Office 2024 + M365 Basic,8GB RAM, 256GB SSD, Full HD IPS, 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 KG, AL15-41, Metal Body, Premium Thin and Light Laptop",Acer,46990.0,Intel Core i5,8.0,DDR4,256.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51frVaqzoWL._SL500_.jpg,,amazon
"ASUS Vivobook Go 14, AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD, FHD 14"", Windows 11, Office Home 2024, Black, 1.38kg, E1404FA-NK5542WS, AMD Radeon iGPU, 42WHrs, M365 Basic (1Year)* Laptop",ASUS,55900.0,Amd Ryzen 5 7520U,16.0,DDR4,512.0,SSD,Amd Radeon Igpu,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71BZ8gtU6sL._SL500_.jpg,,amazon
"ASUS Zenbook Duo (2026),Intel Core Ultra 7 (Series 3),Intel iGPU,32GB RAM,1TB SSD,3K OLED,Touchscreen,14""(35.5 cm),Windows 11,M365 Basic(1Y),Office 24,Moher Gray,1.65 Kg, UX8407AA-SN183WS,Copilot+ PC",ASUS,299990.0,Intel Core Ultra 7,32.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/7126hEkIukL._SL500_.jpg,,amazon
"Lenovo IdeaPad 5 2-in-1 AMD Ryzen AI 5 340 (16GB RAM/512GB SSD/14 (35.5cm)/WUXGA IPS/Windows 11/Copilot+PC/Microsoft 365 Basic + Office 2024/Digital Pen 2/Grey/1.6Kg), 83KT0052IN Convertible Laptop",Lenovo,77990.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/81SHKxdSbyL._SL500_.jpg,,amazon
"Aspire Lite 13th Gen Intel Core i5-1334U, Office 2024 + M365 Basic, 16 GB RAM/512GB SSD, Full HD, 15.6""/39.62 cm, Win 11 Home, Backlit KB, Steel Gray, 1.59 KG, AL15-53, Metal Body, Thin & Light Laptop",Aspire,55890.0,Intel Core I5-1334U,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61yC4DN4asL._SL500_.jpg,,amazon
"Lenovo IdeaPad Slim 3 13th Gen Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/1TB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/3 Mon. Game Pass/Grey/1.6Kg), 83K100HSIN",Lenovo,70990.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.3,1920,1080,1,https://m.media-amazon.com/images/I/71D9HSayVSL._SL500_.jpg,,amazon
"ASUS Vivobook Go 15 (2025), AMD Ryzen 5 7520U Thin & Light Laptop(16GB RAM/512GB SSD/FHD/15.6""/60Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Backlit KB/Mixed Black/1.63Kg) E1504FA-BQ2414WS",ASUS,54550.0,Amd Ryzen 5 7520U,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61EDWCjLk8L._SL500_.jpg,,amazon
"𝗗𝗲𝗹𝗹Laptop Model 5400 Corporate Laptop | i5 8th Gen | 8GB RAM | 256GB SSD | 14"" FHD | Win 10 | A+ Grade (Refab) 𝐍𝐨𝐂𝐨𝐬𝐭𝐄𝐌𝐈",𝗗𝗲𝗹𝗹laptop,27499.0,Intel Core i5,8.0,DDR4,256.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/31q2-8TNSZL._SL500_.jpg,,amazon
"Lenovo 14 (2025), Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/Microsoft Office 2021",Lenovo,54990.0,Intel Core I5 13Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,14.0,1920,1080,1,https://m.media-amazon.com/images/I/61sORc7KqSL._SL500_.jpg,,amazon
"Lenovo 15 (2026), Intel Core i3 13th Gen 1315U - (8 GB DDR5/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Iron Grey/1.6 kg/MS Office",Lenovo,47410.0,Intel Core I3 13Th,8.0,DDR5,512.0,SSD,Intel Uhd Graphics,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/91IQob-TTzL._SL500_.jpg,,amazon
